id,value
id_0,25.497503206817395
id_1,64.51319052525155
id_2,19.105589437363694
id_3,28.866832953581252
id_4,9.30453122707965
id_5,31.648878490642087
id_6,41.300083474171295
id_7,16.85252430778648
id_8,51.53896136671236
id_9,32.72870670371436
id_10,37.912724828417744
id_11,58.80286593962127
id_12,35.42184242337103
id_13,40.02064476948531
id_14,28.269189060691428
id_15,12.199634786256226
id_16,51.37023065990072
id_17,23.117094497156117
id_18,16.601325953485674
id_19,18.215550600130786
id_20,15.532976438234876
id_21,30.1486259032254
id_22,39.5160941352685
id_23,10.140003176639325
id_24,61.194123554658916
id_25,46.26073505701315
id_26,27.265336760803407
id_27,7.291158617152718
id_28,29.398766691236855
id_29,35.798970014765466
id_30,18.033736514257143
id_31,11.57181649758599
id_32,16.730346804714483
id_33,7.677100672992834
id_34,16.093345162398652
id_35,42.84266079949889
id_36,22.22950737854851
id_37,27.604703076930644
id_38,10.124566841009704
id_39,57.740324762534485
id_40,46.92799803366702
id_41,20.06279423881477
id_42,53.20937359514837
id_43,18.47255561350983
id_44,44.29620837607285
id_45,49.92880631308282
id_46,57.889582010055484
id_47,40.932648188787034
id_48,55.169916141243135
id_49,39.4857616725306
id_50,30.651437896699058
id_51,23.597881961338263
id_52,40.501423865245904
id_53,24.494310607171183
id_54,37.02207706380904
id_55,38.561195688831525
id_56,24.52915530469748
id_57,21.350414671220083
id_58,35.61945566250484
id_59,32.69131528353851
id_60,12.581884615742094
id_61,22.93876732508172
id_62,31.795246319777494
id_63,53.056732955321465
id_64,50.06762242179787
id_65,26.022360619390273
id_66,38.19022776983223
id_67,52.23586819243228
id_68,29.179251126825967
id_69,39.13101661074122
id_70,64.95027504562111
id_71,55.44190065211259
id_72,42.44162658883497
id_73,14.208135406425184
id_74,13.954949892584963
id_75,35.49565667842544
id_76,62.977676467383745
id_77,2.224295036388325
id_78,41.71025758969054
id_79,41.90224692842264
id_80,8.704875413392115
id_81,21.819739896760076
id_82,5.9347705374120725
id_83,31.34243981365441
id_84,8.535545124733458
id_85,4.981667780198812
id_86,16.847933004527416
id_87,11.602472283510684
id_88,18.904560268146586
id_89,23.184557077086428
id_90,35.25179830016872
id_91,12.31719082740831
id_92,11.953270407727368
id_93,9.835414747207686
id_94,37.59834116005908
id_95,15.284201133865956
id_96,17.11824907926856
id_97,9.192083987558721
id_98,10.802523096472411
id_99,4.55951216542778
id_100,10.352194949815463
id_101,18.65259265556711
id_102,11.71617598428759
id_103,8.831223431890988
id_104,12.658769370576517
id_105,36.84317794242299
id_106,24.159999785382038
id_107,7.968545564980468
id_108,16.853537006766615
id_109,15.52492471686779
id_110,11.590364647986483
id_111,15.552383385938416
id_112,16.53084477178086
id_113,25.453162036359462
id_114,19.584017812051496
id_115,15.981689599497159
id_116,7.565786746582969
id_117,44.97483188788627
id_118,26.064159908148817
id_119,0.6194660921194772
id_120,-0.10065725061811906
id_121,10.3240130864586
id_122,12.525229277426122
id_123,12.2603283426579
id_124,7.4423559350008235
id_125,25.045864649724216
id_126,22.71086233918637
id_127,9.531887849730408
id_128,20.058936391165187
id_129,13.713074810857544
id_130,-0.46415439830875643
id_131,32.35765141608079
id_132,14.876208837747601
id_133,21.261085265995572
id_134,26.638525608011232
id_135,24.74354019611279
id_136,9.808575907231274
id_137,22.031617199670176
id_138,78.69020719494227
id_139,61.59581651201464
id_140,26.947832963886647
id_141,18.80982185142158
id_142,24.51311823975722
id_143,7.359278652129382
id_144,13.299572517621495
id_145,9.754792141951995
id_146,19.37937470814038
id_147,7.410597116465399
id_148,12.741948842908194
id_149,15.96325813946168
id_150,46.33094732902103
id_151,20.54057589240433
id_152,22.036324132831037
id_153,14.361686147605976
id_154,13.94062333111719
id_155,23.730558125716254
id_156,24.928743648094507
id_157,36.98083283493184
id_158,3.740918307002271
id_159,23.014616131564487
id_160,42.1378791818382
id_161,19.279657461550784
id_162,62.166376840077604
id_163,16.807933958643527
id_164,33.8140634580681
id_165,24.41551225143247
id_166,22.472922729285397
id_167,0.3674519375176072
id_168,67.99792738692197
id_169,15.986383080077625
id_170,15.812903785733685
id_171,70.64110353513745
id_172,20.760788178283196
id_173,2.0066769596330642
id_174,23.85753446720523
id_175,-0.19894250568488184
id_176,8.204593218730093
id_177,18.229481323782075
id_178,21.983332389607416
id_179,24.910048716698768
id_180,43.0083706908469
id_181,33.14235883169642
id_182,29.61884137599099
id_183,14.088777428131051
id_184,7.439328625379445
id_185,42.102929475556216
id_186,36.09555932715762
id_187,34.07486001221746
id_188,16.193108023601887
id_189,24.062819899168463
id_190,14.333071911939824
id_191,15.392098078027622
id_192,30.449961152814037
id_193,73.02585176228726
id_194,30.635849568442445
id_195,10.84774017203026
id_196,62.77453248187254
id_197,16.79310127655223
id_198,20.098565067629217
id_199,20.91545676399633
id_200,123.6761140267635
id_201,22.844125394350485
id_202,58.38401384957415
id_203,4.953741444346433
id_204,59.830432083199106
id_205,35.34552365514969
id_206,14.833043137608886
id_207,14.384420983005391
id_208,61.56249731228781
id_209,14.143953064485341
id_210,37.31875960806552
id_211,68.54146553784231
id_212,18.784776377709903
id_213,113.62764735490167
id_214,40.71436780492602
id_215,76.81648546275395
id_216,91.75521590781938
id_217,71.19827281980885
id_218,29.827875959755946
id_219,19.897036746540984
id_220,30.6394767802928
id_221,57.266535177565906
id_222,26.521605418080153
id_223,38.31479871044804
